NO,식품종류,식품명,상세분류,1회제공량,kcal,단백질(g),지방(g),탄수화물(g)
13647,가공식품,청정원 버섯크림 스파게티 소스,소스,250.0,336,5,24,25
13648,가공식품,청정원 새송이버섯&갈릭 고르곤졸라 스파게티 소스,소스,250.0,310,6,21,24
13649,가공식품,도나스 가루,기타가공품,100.0,365,7,1.4,81
13650,가공식품,쵸코핫케이크 가루,기타가공품,100.0,375,7,2.3,81
13651,가공식품,서울우유 100%,우유,200.0,130,6,8,9
13652,가공식품,요플레 오리지널,농후발효유,85.0,85,3,2.5,13
13653,가공식품,서울우유 체다슬라이스 치즈,가공치즈,20.0,65,3.8,5.5,0.6
13654,가공식품,바밤바 컵,아이스밀크,100.0,140,2,6,20
13655,가공식품,목장나들이 신선한 국산우유로 만든 구워구워 치즈,자연치즈,100.0,353,25,27,1.6
13656,가공식품,굿밀크,우유,100.0,70,3,4,5
13657,가공식품,굿밀크 바나나우유,가공유,500.0,325,15,15,35
13658,가공식품,김밥용 햄,프레스햄,100.0,215,13,14,9
13659,가공식품,리얼 런천미트,프레스햄,30.0,75,4,6,1
13660,가공식품,삶아서 깐 메추리알,알가열제품,100.0,160,13,11,2
13661,가공식품,아인슈타인 베이비,강화우유,100.0,65,3,3.5,4.5
13662,가공식품,프리미엄 저지방우유,강화우유,100.0,45,3,1.5,5
13663,가공식품,오뚜기 깐 메추리알,알가열제품,100.0,145,10,11,2
13664,가공식품,제이웰 알초롱 깐메추리알,알가열제품,100.0,180,12,14,2
13665,가공식품,웰니스 쉥켄,프레스햄,30.0,60,4,4.6,1
13666,가공식품,블루베리 유황 먹인 오리훈제,프레스햄,100.0,360,12,31,8
13667,가공식품,알나라 깐 메추리알,알가열제품,50.0,65,5,4,2
13668,가공식품,비타플러스,발효유,100.0,60,1,0,15
13669,가공식품,남양 아인슈타인,가공유,120.0,85,3.8,4.9,6
13670,가공식품,빙그레 오디맛 우유,가공유,240.0,187,6,7,25
13671,가공식품,얼려먹으니 더 좋은 수박우유,가공유,100.0,115,2,5,15
13672,가공식품,앙팡,가공유,100.0,65,3.3,4,4.5
13673,가공식품,삶아서 깐 계란,알가열제품,100.0,130,12,8,3
13674,가공식품,사랑 가득한 깐 메추리알,알가열제품,50.0,40,3,2.9,1
13675,가공식품,밀키스,탄산음료,100.0,50,0,0,12
13676,가공식품,수박 스파클링,탄산음료,100.0,45,0,0,11
13677,가공식품,쿨 모히또 자몽,혼합음료,200.0,70,0,0,17
13678,가공식품,퓨어플러스 칼라만시,혼합음료,200.0,93,0,0,23
13679,가공식품,테일러 푸른주스,과/채주스,100.0,67,1,0,16
13680,가공식품,아이러브 토스트,식빵,100.0,245,8,2.8,47
13681,가공식품,미니 밤꿀 호떡,기타빵류,100.0,325,7,9,53
13682,가공식품,천하장사 오리지날,어육소시지,15.0,21,1,1,2
13683,가공식품,더블링 참치마요,어육소시지,25.0,35,3,1.2,3
13684,가공식품,맥스봉,어육소시지,35.0,60,4,3.2,4
13685,가공식품,맥스봉 할라피뇨,어육소시지,35.0,60,4,3,4
13686,가공식품,제크,크래커,50.0,250,3,12,33
13687,가공식품,빠다코코낫,비스킷,50.0,250,3,12,33
13688,가공식품,자갈치 문어맛,스낵과자,30.0,155,2,8,19
13689,가공식품,도라야끼 통단팥,기타빵류,100.0,310,8,2.4,63
13690,가공식품,고소한 쁘띠 땅콩샌드,기타빵류,170.0,520,11,21,71
13691,가공식품,깨 단팥빵 2입,기타빵류,70.0,195,5,3,36
13692,가공식품,압착 올리브유,올리브유,100.0,900,0,100,0
13693,가공식품,카놀라유,채종유(유채유 또는 카놀라유),100.0,900,0,100,0
13694,가공식품,압착 올리브오일,올리브유,100.0,900,0,100,0
13695,가공식품,포도씨 오일,기타식물성유지,100.0,900,0,100,0
13696,가공식품,자연산 골뱅이,기타 수산물가공품,100.0,78,14,0.4,4
13697,가공식품,동원참치 DHA,기타 수산물가공품,100.0,210,19,15,0
13698,가공식품,동원 골뱅이,기타 수산물가공품,100.0,95,18,0,6
13699,가공식품,사조 로하이 고등어,기타 수산물가공품,100.0,145,18,8,0
13700,가공식품,사조 연어 매운맛 안심따개,기타 수산물가공품,100.0,160,10,8,10
13701,가공식품,햇반,즉석조리식품,210.0,315,5,1.5,70
13702,가공식품,델몬트 망고드링크,과/채음료,190.0,65,0,0,16
13703,가공식품,솔의눈,혼합음료,240.0,75,0,0,19
13704,가공식품,슈크림빵 2입,기타빵류,70.0,190,5,4.8,31
13705,가공식품,속이 알찬 미니 팥빵,기타빵류,210.0,660,16,8,131
13706,가공식품,스프라이트,탄산음료,500.0,228,0,0,57
13707,가공식품,해표 부침가루,기타가공품,100.0,335,10,0.7,77
13708,가공식품,부침가루,곡류가공품,100.0,350,9,1.6,75
13709,가공식품,백설 핫케익 믹스,곡류가공품,100.0,395,6,7,77
13710,가공식품,백설 빵가루,곡류가공품,100.0,365,11,2.6,75
13711,가공식품,제주사랑 감귤사랑,과/채음료,500.0,240,1,0,59
13712,가공식품,환타 오렌지향,탄산음료,300.0,140,0,0,35
13713,가공식품,코카·콜라,탄산음료,250.0,108,0,0,27
13714,가공식품,아침에주스 오렌지,과/채주스,100.0,50,1,0,11
13715,가공식품,퓨어플러스 터닝메카드 사과,혼합음료,240.0,64,0,0,16
13716,가공식품,에피타이저 브레드,기타빵류,80.0,200,5,2.8,38
13717,가공식품,미니 소보로,기타빵류,100.0,325,7,9,53
13718,가공식품,달콤한 정통 만쥬,기타빵류,100.0,365,8,6,69
13719,가공식품,박력 밀가루,밀가루,100.0,355,8,1.4,77
13720,가공식품,백설 우리밀 밀가루,밀가루,100.0,355,11,1.3,75
13721,가공식품,옛날 자른당면,건면,100.0,345,0,0,86
13722,가공식품,옛날 자른당면,건면,100.0,345,0,0,86
13723,가공식품,옛날 당면,건면,100.0,345,0,0,86
13724,가공식품,양반 참치죽,즉석조리식품,288.0,165,7,2.6,29
13725,가공식품,양반 야채큰죽,즉석조리식품,403.0,215,4,2.9,43
13726,가공식품,자일로스 설탕,기타설탕,100.0,400,0,0,100
13727,가공식품,동원 꽁치,기타 수산물가공품,100.0,220,12,19,0
13728,가공식품,동원 구운 왕꼬막,기타 수산물가공품,100.0,85,6,1.8,11
13729,가공식품,둥지냉면 동치미 물냉면,건면,161.0,485,8,0.8,111
13730,가공식품,드레싱누들 오리엔탈 소스맛,건면,118.0,385,9,6,74
13731,가공식품,멸치칼국수,건면,98.0,335,9,0.4,74
13732,가공식품,농심 감자면,유탕면,117.0,505,11,17,77
13733,가공식품,육개장 라면,유탕면,116.0,515,11,18,77
13734,가공식품,짜왕,유탕면,134.0,605,10,22,92
13735,가공식품,맥스봉 리치 치즈,어육소시지,20.0,35,2,2.1,2
13736,가공식품,천하장사 치즈,어육소시지,28.0,47,3,1.7,5
13737,가공식품,양반 콩나물바지락 죽,즉석조리식품,285.0,120,4,1,24
13738,가공식품,죠스바,빙과,75.0,85,0,0,21
13739,가공식품,빈츠,초콜릿가공품,8.5,45,16,2.3,5
13740,가공식품,가나초코바 미니,초콜릿가공품,100.0,485,10,24,57
13741,가공식품,미니 가나마일드,밀크초콜릿,100.0,555,9,33,55
13742,가공식품,에어라이트 미니,밀크초콜릿,100.0,565,9,35,54
13743,가공식품,LOTTE 초코파이,초콜릿가공품,32.0,140,1,5,21
13744,가공식품,신선도원 고창 복분자 사탕,사탕,10.0,40,0,0,10
13745,가공식품,오징어집 버터구이맛,스낵과자,30.0,160,2,9,18
13746,가공식품,우유맛 비가,캐러멜,14.0,60,0,0.5,13
13747,가공식품,계피맛 캔디,사탕,10.0,40,0,0,10
13748,가공식품,해표 튀김가루,기타가공품,100.0,335,9,0,79
13749,가공식품,우리밀 튀김가루,곡류가공품,100.0,355,7,2.2,77
13750,가공식품,사조 마일드참치,기타 수산물가공품,250.0,384,48,20,3
13751,가공식품,유동 순살왕꼬막,기타 수산물가공품,100.0,55,7,0.9,5
13752,가공식품,사조 로하이 꽁치,기타 수산물가공품,100.0,232,13,20,0
13753,가공식품,찰 밀가루,밀가루,100.0,360,8,1.1,80
13754,가공식품,중력 밀가루,밀가루,100.0,365,9,1.9,78
13755,가공식품,레쓰비 마일드,액상커피,175.0,60,1,0,14
13756,가공식품,까페 아메리카노,커피,175.0,30,0,0,8
13757,가공식품,까페 마일드,커피,175.0,65,1,0.3,14
13758,가공식품,맥심 화이트골드 커피믹스,조제커피,11.7,50,0,1.4,9
13759,가공식품,맥심 모카골드 마일드 커피믹스,조제커피,12.0,50,0,1.6,9
13760,가공식품,더블링 할라피뇨 치즈,어육소시지,25.0,35,3,1.4,2
13761,가공식품,콘치즈 천하장사,어육소시지,100.0,130,10,3.3,15
13762,가공식품,갈색 설탕,설탕,100.0,400,0,0,100
13763,가공식품,하얀 설탕,설탕,100.0,400,0,0,100
13764,가공식품,5가지 자연에서 얻은 재료 튀김가루,곡류가공품,100.0,365,8,1.5,80
13765,가공식품,쇠고기 잡곡죽,즉석조리식품,288.0,160,6,2.5,28
13766,가공식품,전복 잡곡죽,즉석조리식품,287.5,150,5,1.8,29
13767,가공식품,양반 가평잣죽,즉석조리식품,268.0,180,3,8,24
13768,가공식품,양반 호박죽,즉석조리식품,285.0,165,2,0,39
13769,가공식품,허니비푸드 딸기쨈,잼,20.0,55,0,0,14
13770,가공식품,미니 치즈소시지,어육소시지,23.0,33,2,1,4
13771,가공식품,천하장사 블랙라벨,어육소시지,60.0,90,7,3.7,7
13772,가공식품,계란과자,쿠키,70.0,315,4,10,52
13773,가공식품,포차골뱅이 간장소스,기타 수산물가공품,100.0,85,11,0,10
13774,가공식품,동원 구운골뱅이,기타 수산물가공품,100.0,75,10,0,9
13775,가공식품,꽁치 강된장조림,기타 수산물가공품,280.0,595,34,45,14
13776,가공식품,강력 밀가루,밀가루,100.0,350,13,1.8,71
13777,가공식품,부침용 밀가루,밀가루,100.0,360,10,1.6,76
13778,가공식품,딸기 스크류바,빙과,75.0,85,0,0,21
13779,가공식품,잘익은 수박바,빙과,75.0,90,0,1.6,19
13780,가공식품,감자깡,스낵과자,30.0,150,2,6,22
13781,가공식품,마가렛트 고로케,쿠키,22.0,105,1,5,13
13782,가공식품,스타벅스 콜드브루 커피,커피,270.0,10,0,0.5,1
13783,가공식품,스타벅스 에스프레소,커피,200.0,105,2,4,15
13784,가공식품,아침에주스 포도,과/채주스,100.0,60,1,0,15
13785,가공식품,통밀식빵,식빵,100.0,275,7,7,45
13786,가공식품,미니꿀호떡,기타빵류,100.0,265,5,4.1,52
13787,가공식품,미닛메이드 스파클링 청포도,탄산음료,100.0,36,0,0,9
13788,가공식품,해피토스트,식빵,100.0,260,8,4.3,46
13789,가공식품,브라운 자일로스 설탕,기타설탕,100.0,400,0,0,100
13790,가공식품,바삭 튀김가루,곡류가공품,100.0,350,7,1.3,77
13791,가공식품,프렌치카페 로스터리 콜드브류 카페오레,커피,5.0,165,5,5,25
13792,가공식품,카페오레,커피,4.4,125,3,4.4,18
13793,가공식품,카페모카,커피,4.5,125,3,4.5,18
13794,가공식품,프렌치카페 로스터리 콜드브류 아메리카노,커피,50.0,10,0.6,0,2
13795,가공식품,썬키스트 폴리 딸기,과/채음료,210.0,71,0,0,19
13796,가공식품,보석바,빙과,80.0,70,0,0.7,18
13797,가공식품,썬키스트 폴리 사과,과/채음료,210.0,75,0,0,20
13798,가공식품,썬키스트 폴리 포도,과/채음료,210.0,75,0,0,20
13799,가공식품,찰떡쿠키 오리지널,쿠키,21.5,84,0.8,1.9,16
13800,가공식품,연양갱,양갱,50.0,145,2,0,34
13801,가공식품,국내산 쌀로 만든 인절미,스낵과자,30.0,155,3,8,18
13802,가공식품,고구마형 과자,스낵과자,30.0,150,3,7,19
13803,가공식품,참깨스틱 진,스낵과자,85.0,390,7,11,65
13804,가공식품,델로스 오리지날,비스킷,100.0,484,5,20,71
13805,가공식품,나쵸칩 라임파프리카,스낵과자,100.0,509,6,24,66
13806,가공식품,허쉬 스페셜 다크 초콜릿 자이언트 바,초콜릿,100.0,555,5,33,59
13807,가공식품,트윅스 APJ22,초콜릿가공품,48.5,240,2,12,31
13808,가공식품,엑선런스 다크90%,초콜릿,100.0,590,10,55,14
13809,가공식품,안달루시아산 올리브유 500ML,올리브유,100.0,900,0,100,-
13810,가공식품,미가촌 아마씨유,기타식물성유지,100.0,894,0,99,0
13811,가공식품,통참깨 참기름,참기름,100.0,897,0,99.62,0
13812,가공식품,롯데 가나마일드,밀크초콜릿,100.0,555,9,33,55
13813,가공식품,크런키 더블크런치바 미니,초콜릿가공품,36.0,190,3,11,19
13814,가공식품,통참깨 참기름,참기름,100.0,900,0,100,0
13815,가공식품,100% 코코넛오일 플레인,야자유,100.0,900,0,100,-
13816,가공식품,제7커피믹스3인1 18입,커피,16.0,80,1,2,12
13817,가공식품,포 하노이,건면,70.0,270,4,7,48
13818,가공식품,허니버터칩,스낵과자,30.0,175,2,12,15
13819,가공식품,비스카 대니쉬 쿠키,쿠키,100.0,518,5.3,25,68
13820,가공식품,양파 왕,스낵과자,100.0,158,2,6,24
13821,가공식품,백설 햇당면 500G,건면,100.0,350,0,0.5,86
13822,가공식품,링귀니 삐꼴레,건면,100.0,345,14,1.5,69.2
13823,가공식품,나가타니엔 소바,건면,100.0,343,16.5,2.7,62.9
13824,가공식품,그릭요거트 플레인,농후발효유,100.0,160,6,7.8,16
13825,가공식품,클래식 밀크 아이스크림,아이스크림,100.0,216,3.6,13.9,19.1
13826,가공식품,마카다미아 넛 아이스크림,아이스크림,100.0,272,3.4,21.2,16.7
13827,가공식품,simplus 짱이야,스낵과자,65.0,340,3,18,41
13828,가공식품,고구마 왕,스낵과자,110.0,484,5,12,89
13829,가공식품,귀여운 내 친구 뽀로로 딸기맛,혼합음료,235.0,80,0,0,19
13830,가공식품,귀여운 내 친구 뽀로로 밀크맛,혼합음료,235.0,80,0,0,19
13831,가공식품,귀여운 내 친구 뽀로로 블루베리맛,혼합음료,235.0,80,0,0,19
13832,가공식품,귀여운 내 친구 뽀로로 사과맛,혼합음료,235.0,80,0,0,19
13833,가공식품,글램디 4킬로칼로리 곤약워터젤리 자두맛,혼합음료,150.0,4,0,0,12
13834,가공식품,글램디 5킬로칼로리 워터젤리 망고맛,혼합음료,170.0,5,0,0,14
13835,가공식품,글램디 5킬로칼로리 워터젤리 사과맛,혼합음료,170.0,5,0,0,13
13836,가공식품,라이스 스틱 누들 3MM,건면,250.0,893,17.63,1.98,201
13837,가공식품,레드불 에너지 드링크,탄산음료,250.0,115,0,0,27
13838,가공식품,메밀소바,건면,100.0,260,11,0.4,53
13839,가공식품,봉평 메밀전병,만두,100.0,190,69,8,23
13840,가공식품,새우 왕,스낵과자,30.0,141,2,4.6,23
13841,가공식품,아침에주스 100% 유기농 포도,과/채주스,250.0,150,1,0,36
13842,가공식품,옛날 당면,건면,100.0,345,0,0,86
13843,가공식품,오션스프레이 크랜베리 클래식,과/채음료,340.0,155,0,0,39
13844,가공식품,웰치 사과주스,과/채주스,100.0,52,0,0,13
13845,가공식품,육즙 가득 짬뽕군만두,만두,100.0,185,6,11,15
13846,가공식품,쥬시쿨 자두,유산균음료,100.0,36,0,0,9
13847,가공식품,짜장 불닭볶음면,유탕면,140.0,560,13,19,84
13848,가공식품,카스타드 460G,케이크,23.0,102,1,6,11
13849,가공식품,스모크 닭다리,햄,1000000.0,165,23,7,2
13850,가공식품,목장의 신선함이 살아있는 딸기 요구르트,발효유,1000000.0,79,2,3,11
13851,가공식품,목장의 신선함이 살아있는 플레인 요구르트,농후발효유,1000000.0,110,5,4.6,12
13852,가공식품,맛단지 바나나우유,가공유,1000000.0,190,6,7.3,25
13853,가공식품,빙그레 바나나맛 우유,가공유,1000000.0,208,7,8,27
13854,가공식품,후디스 포켓몬 초코,가공유,1000000.0,245,6,7.3,39
13855,가공식품,허니 초콜릿 우유,가공유,1000000.0,130,6,4,17
13856,가공식품,요플레 클래식,농후발효유,1000000.0,85,3,2.5,12
13857,가공식품,소프트 모카치즈케익,케이크,50.0,194,3,10,23
13858,가공식품,소프트 고구마치즈케익,케이크,50.0,166,3,6,25
13859,가공식품,포도쨈,잼,20.0,50,0,0,12
13860,가공식품,후르츠쨈,잼,20.0,50,0,0,13
13861,가공식품,쫄깃한 잉글리쉬 머핀,기타빵류,60.0,128,3,1.8,25
13862,가공식품,브라운 브레드,기타빵류,60.0,170,4,3.6,31
13863,가공식품,사과잼,잼,100.0,229,0.1,0.36,45.2
13864,가공식품,망고잼,잼,100.0,223,0.2,0.36,43.9
13865,가공식품,딸기잼,잼,100.0,258,0.32,0.6,50.3
13866,가공식품,복음자리 무농약 무화과로 만든 잼,잼,100.0,245,0,0,61
13867,가공식품,복음자리 무농약 유자와 감귤로 만든 잼,잼,100.0,265,0,0,65
13868,가공식품,유자 마멀레이드,잼,100.0,254,0,0,63
13869,가공식품,기본에 충실한 곡물쉐이크,기타가공품,50.0,209,12,4.3,31
13870,가공식품,든든함을 더한 단호박 곡물쉐이크,기타가공품,50.0,200,6,3.5,31
13871,가공식품,달콤함을 더한 딸기 곡물쉐이크,기타가공품,50.0,207,8,3.4,36
13872,가공식품,부드러움을 더한 바나나 곡물쉐이크,기타가공품,50.0,225,7,7,33
13873,가공식품,국산콩으로 진하게 갈아만든 두부,두부,230.0,220,22,12,6
13874,가공식품,국산콩 한끼두부 찌개용,두부,110.0,90,7,6,2
13875,가공식품,국산콩 한끼두부 부침용,두부,110.0,90,8,6,2
13876,가공식품,국산콩 투컵두부 - 찌개용,두부,100.0,75,7,4.8,2
