NO,식품종류,식품명,상세분류,1회제공량,kcal,단백질(g),지방(g),탄수화물(g)
42951,가공식품,오트밸리,혼합음료,250.0,130,3,4,20
42952,가공식품,오트밸리초코,혼합음료,250.0,153,3,5,24
42953,가공식품,오하루자연가득 양배추브로콜리즙,혼합음료,80.0,20,0,0,4
42954,가공식품,옥반사과즙,과/채주스,100.0,61,0,0,15
42955,가공식품,옥반통째로갈아만든배즙,과/채주스,100.0,42,0,0,10
42956,가공식품,올바른 타트체리즙,과/채주스,70.0,36,1,0,8
42957,가공식품,올키 배도라지,과/채주스,80.0,40,0.3,0,10
42958,가공식품,요랄라요구르트맛스파클링,탄산음료,420.0,145,0.7,0,35
42959,가공식품,요미요미 유기농주스 과일믹스,과/채주스,125.0,60,0,0,15
42960,가공식품,요미요미 유기농주스 레드비드골든사과,과/채주스,125.0,50,0,0,13
42961,가공식품,요미요미 유기농주스 보라당근포도,과/채주스,125.0,50,0,0,13
42962,가공식품,요미요미 유기농주스 사과배,과/채주스,125.0,60,0,0,15
42963,가공식품,요미요미 유기농주스 사과배포도,과/채주스,125.0,60,0,0,15
42964,가공식품,요미요미 유기농주스 야채믹스,과/채주스,125.0,50,0,0,13
42965,가공식품,요미요미 처음과즙 프룬,과/채음료,70.0,30,0,0,8
42966,가공식품,요미요미 튼튼 프룬사과,과/채음료,100.0,100,0,0,15
42967,가공식품,요쿠와의 워터젤리 딸기,혼합음료,100.0,8,0,0,5
42968,가공식품,요쿠와의 워터젤리 오렌지,혼합음료,100.0,8,0,0,5
42969,가공식품,요쿠와의 워터젤리 포도,혼합음료,100.0,8,0,0,5
42970,가공식품,우리사과,과/채음료,175.0,88,0,0,22
42971,가공식품,우리사과주스,과/채주스,180.0,92,0,0,23
42972,가공식품,우리쌀냉식혜,혼합음료,100.0,40,0,0,10
42973,가공식품,웅진 자연은 알로에,혼합음료,180.0,70,0,0,18
42974,가공식품,웅진초록매실,과/채음료,500.0,270,0,0.9,65
42975,가공식품,워터멜론,혼합음료,500.0,200,0,0,50
42976,가공식품,워터멜론스파클링,탄산음료,500.0,500,0,1,0
42977,가공식품,워터젤리 복숭아,과/채음료,130.0,125,0,0,31
42978,가공식품,워터젤리 사과,과/채음료,130.0,120,0,0,30
42979,가공식품,워터젤리망고,과/채음료,130.0,135,0,0,34
42980,가공식품,원더베리,과/채주스,190.0,90,0,0,23
42981,가공식품,원애플쥬스,과/채주스,120.0,70,0,0,17
42982,가공식품,웰치 그레이프맛,탄산음료,355.0,192,0,0,48
42983,가공식품,웰치 스트로베리맛,탄산음료,355.0,192,0,0,48
42984,가공식품,웰치 오렌지망고 드링크,과/채음료,190.0,64,0,0,16
42985,가공식품,웰치 청포도 주스,과/채주스,190.0,108,1,0,26
42986,가공식품,웰치 포도 드링크,과/채음료,190.0,68,0,0,17
42987,가공식품,웰치 포도 주스,과/채주스,190.0,120,1,0,29
42988,가공식품,웰컴프룻 사과야채,과/채음료,135.0,40,0,0,10
42989,가공식품,웰컴프룻 파인애플,과/채음료,135.0,70,0,0,17
42990,가공식품,웰키즈 사과,과/채음료,100.0,25,0,0,6.4
42991,가공식품,웰키즈 포도,과/채음료,100.0,30,0,0,7
42992,가공식품,위러브 플러스,과/채주스,130.0,50,1,0,12
42993,가공식품,유기농 냉식혜,혼합음료,100.0,45,0,0,11
42994,가공식품,유기농 레드비트&배&토마토,과/채주스,125.0,50,0,0,12
42995,가공식품,유기농 브로콜리양배추즙,과/채주스,100.0,11,1,0.1,2.2
42996,가공식품,유기농 사과&당근,과/채주스,125.0,50,0,0,12
42997,가공식품,유기농 양배추즙,과/채주스,100.0,8.58,0.6,0.02,1.5
42998,가공식품,유기농 푸룬사과즙,과/채음료,80.0,48,0,0,11
42999,가공식품,유기농골든애플주스,과/채주스,100.0,55,0,0,14
43000,가공식품,유기농밥알없이맑은식혜,혼합음료,125.0,63,0,0,15
43001,가공식품,유기농비트사과즙,과/채주스,80.0,30,1,0,6
43002,가공식품,유기농석류즙,과/채주스,90.0,38,0.1,0,9.3
43003,가공식품,유기농양배추즙 프리미엄,과/채주스,80.0,13,1,0,2
43004,가공식품,유기농적포도&보라당근,과/채주스,125.0,52,0,0,13
43005,가공식품,유기농포도즙,과/채주스,90.0,52,0.1,0,13
43006,가공식품,유기명일엽녹즙,과/채주스,130.0,20,0.7,0,4
43007,가공식품,유기케일녹즙,과/채주스,130.0,15,2,0,2
43008,가공식품,유산균으로 숙성한 밥알건진 복분자식혜,혼합음료,150.0,116.1,0.6,0.3,27.8
43009,가공식품,유산균으로 숙성한 밥알건진 약도라지식혜,혼합음료,150.0,126.8,1.5,0.2,30.3
43010,가공식품,이게리얼 유산균석류즙,과/채주스,70.0,40,0,0,10
43011,가공식품,이너바우어 타트체리100,과/채주스,2100.0,46,0.3,0,11
43012,가공식품,이너주스 사과당근,유산균음료,120.0,72,0,0,16.8
43013,가공식품,이너주스 자몽,유산균음료,120.0,72,0,0,18
43014,가공식품,이너주스 푸룬,유산균음료,120.0,72,0,0,18
43015,가공식품,이눌린 곤약젤리 복숭아,혼합음료,150.0,7,1,0,1
43016,가공식품,이눌린 곤약젤리 석류,혼합음료,150.0,7,1,0,1
43017,가공식품,이눌린 곤약젤리 청포도,혼합음료,150.0,7,1,0,1
43018,가공식품,이눌린 에너지젤리 깔라만시,혼합음료,150.0,16,0,0,2
43019,가공식품,이눌린 에너지젤리 풋사과,혼합음료,150.0,17,1,0,2
43020,가공식품,이런날 사과즙,과/채주스,110.0,70,0,0,13
43021,가공식품,이로운 석류즙,과/채주스,100.0,45,0.1,10,15
43022,가공식품,이롬 데일리 아몬드 고칼슘,혼합음료,190.0,50,1,2.5,6
43023,가공식품,이제부터 통째로 만든 진짜 호박즙,과/채주스,100.0,20,0,0,5
43024,가공식품,이지 콤부차 그린,탄산음료,355.0,92,0,0,22
43025,가공식품,이지 콤부차 핑크,탄산음료,355.0,92,0,0,22
43026,가공식품,이팜 사과쏙쏙,과/채음료,100.0,50,0,0,13
43027,가공식품,이프로부족할 때 자두,혼합음료,240.0,65,0,0,16
43028,가공식품,이프로부족할때복숭아,혼합음료,350.0,90,0,0,23
43029,가공식품,인절미라떼,혼합음료,230.0,185,2,5,32
43030,가공식품,자두녹차,혼합음료,340.0,70,0,0,17
43031,가공식품,자두에이드,과/채음료,100.0,70,0,0,17
43032,가공식품,자두에이드,혼합음료,230.0,125,0,0,31
43033,가공식품,자두히비스커스,과/채주스,145.0,115,0.7,0,29
43034,가공식품,자몽 에이드,혼합음료,230.0,85,0,0,21
43035,가공식품,자몽머스캣에이드,혼합음료,230.0,100,0,0,25
43036,가공식품,자몽스파클링에이드,탄산음료,500.0,195,0,0,49
43037,가공식품,자몽에이드,혼합음료,230.0,85,0,0,21
43038,가공식품,자몽트레비,탄산음료,500.0,0,-,0,0
43039,가공식품,자연담은 노니골드,혼합음료,70.0,9.53,0.25,0.04,2.06
43040,가공식품,자연드림감귤음료,과/채음료,1000.0,505,2,0,124
43041,가공식품,자연마을사과당근주스,과/채주스,100.0,55,0,0,13
43042,가공식품,자연마을사과아로니아주스,과/채주스,100.0,49.42,0.14,0.06,12.08
43043,가공식품,자연마을사과주스,과/채주스,100.0,59.15,0.18,0.07,14.45
43044,가공식품,자연마을포도주스,과/채주스,100.0,51.81,0.43,0.05,12.41
43045,가공식품,자연본가 레몬에이드,과/채음료,100.0,55,0,0,14
43046,가공식품,자연본가 망고,과/채음료,100.0,75,0,0,19
43047,가공식품,자연본가 제주감귤,과/채음료,100.0,75,0,0,18
43048,가공식품,자연본가 캐플,과/채음료,100.0,65,0,0,16
43049,가공식품,자연본가유기농냉식혜,혼합음료,100.0,50,0,0,12
43050,가공식품,자연생각 애플망고 아이스티,혼합음료,190.0,70,0,0,17
43051,가공식품,자연생각 청포도 아이스티,혼합음료,190.0,65,0,0,16
43052,가공식품,자연속의 라임레몬,과/채음료,100.0,45,0,0,12
43053,가공식품,자연속의 망고 파인애플,과/채음료,100.0,45,0,0,11
43054,가공식품,자연속의 블루베리,과/채음료,100.0,60,0,0,15
43055,가공식품,자연원 석류100,과/채주스,60.0,35,0,0,9
43056,가공식품,자연은 70일 망고,과/채음료,180.0,90,0,0,22
43057,가공식품,자연은 고칼슘 오렌지,과/채음료,180.0,85,0,0.5,20
43058,가공식품,자연은 고칼슘 오렌지 100,과/채주스,180.0,90,0.7,0.6,21
43059,가공식품,자연은 망고,과/채음료,180.0,90,0,0,22
43060,가공식품,자연은 복분자,혼합음료,180.0,80,0,0,20
43061,가공식품,자연은 샤인머스캣,혼합음료,500.0,225,0,0,56
43062,가공식품,자연은 싱그런 복숭아,과/채음료,340.0,175,0,0,43
43063,가공식품,자연은 싱그런 사과,과/채음료,340.0,180,0,0,45
43064,가공식품,자연은 싱그런 제주감귤,과/채음료,340.0,175,0,0.5,43
43065,가공식품,자연은 싱그런 청포도,혼합음료,340.0,145,0,0,36
43066,가공식품,자연은 요거상큼 젤로&복숭아,혼합음료,100.0,60,0,0,15
43067,가공식품,자연은 요거풋풋 젤로&사과,혼합음료,100.0,60,0,0,15
43068,가공식품,자연은 워터젤로 딸기,과/채음료,100.0,50,0,0,13
43069,가공식품,자연은 워터젤로 망고,과/채음료,100.0,50,0,0,13
43070,가공식품,자연은 잘 자란 유기농 오렌지,과/채주스,100.0,40,0,0,10
43071,가공식품,자연은 잘 자란 유기농 포도,과/채주스,100.0,35,0,0,9
43072,가공식품,자연은 제주감귤,과/채음료,180.0,90,0,0,22
43073,가공식품,자연은 트로피칼 믹스,과/채음료,340.0,155,0,0,39
43074,가공식품,자연을 품은 유기농 레드비트즙,과/채주스,80.0,20,0,0,24
43075,가공식품,자일로스식혜,혼합음료,100.0,40,0,0,10
43076,가공식품,잔치집식혜,혼합음료,340.0,180,1,0,44
43077,가공식품,저분자-콜라겐의신,혼합음료,600.0,425,41,0.8,63
43078,가공식품,정식품 리얼 아몬드,혼합음료,190.0,60,1.2,2.2,9
43079,가공식품,정식품 리얼 월넛,혼합음료,190.0,65,0.5,2.7,9.5
43080,가공식품,정식품 리얼 코코넛,혼합음료,190.0,65,0,4.5,6
43081,가공식품,정식품 정성담은 수정과,혼합음료,190.0,110,0.7,1,24
43082,가공식품,정식품 정성담은 식혜,혼합음료,190.0,110,0.7,1,24
43083,가공식품,정직한 농부의 배도라지,과/채음료,80.0,35,0,0,8
43084,가공식품,제주 청귤 스파클링,탄산음료,355.0,158,0,0,40
43085,가공식품,제주감귤,혼합음료,175.0,85,0,0,21
43086,가공식품,제주몬딱청귤에이드,과/채음료,300.0,103,0,0,39
43087,가공식품,제주산감귤상크미,과/채음료,175.0,89,0,0.4,21
43088,가공식품,제주한라봉스파클링,탄산음료,355.0,210,0,1,51
43089,가공식품,제주한라봉에이드,탄산음료,340.0,165,0,0,42
43090,가공식품,제티 쵸코렛맛 드링크,혼합음료,175.0,90,2,0.9,18
43091,가공식품,주대리,혼합음료,420.0,17.5,0,0,4
43092,가공식품,주스토피아젤리포블포블,혼합음료,100.0,58,0,0,14
43093,가공식품,쥬시쿨 금귤&감귤 에이드,과/채음료,250.0,120,0,0,30
43094,가공식품,쥬시쿨 사과 에이드,과/채음료,250.0,120,0,0,31
43095,가공식품,즐거운 나의 즙 유산균 푸룬주스,유산균음료,80.0,58,0,0,14
43096,가공식품,지오스퀴즈팜 배.도라지,과/채주스,100.0,45,0,0,11
43097,가공식품,직접짠포도한송이,과/채주스,100.0,60,0,0,15
43098,가공식품,진로믹서 카린스,탄산음료,300.0,105,0,0,27
43099,가공식품,진심담은 유기농 석류즙 100,과/채주스,80.0,40,0,0,9
43100,가공식품,짜먹는 콜라겐 1000,혼합음료,150.0,10,1,0,11
43101,가공식품,찰보리쌀냉식혜,혼합음료,100.0,46,0,0,11
43102,가공식품,참 진한 석류100,과/채주스,80.0,45,0,0,11
43103,가공식품,참 콜라겐 프리미엄,혼합음료,560.0,1020,152,0,103
43104,가공식품,참맑은 복숭아 cool,혼합음료,175.0,65,0,0,16
43105,가공식품,참맑은 제주감귤,혼합음료,180.0,80,0,0,20
43106,가공식품,참맑은 파인애플 cool,혼합음료,175.0,65,0,0,18
43107,가공식품,참조은 순야채즙,혼합음료,100.0,57.25,0.24,0.21,13.6
43108,가공식품,창녕 수박주스,과/채주스,100.0,31,1,0,8
43109,가공식품,채우는낮,과/채음료,100.0,95,0,0,23.6
43110,가공식품,채움 오렌지,과/채주스,210.0,90,1,0,21
43111,가공식품,채움 포도,과/채주스,210.0,125,0,0,31
43112,가공식품,천년농부 산수유식혜,혼합음료,500.0,266,0,0,66
43113,가공식품,천년농부식혜,혼합음료,500.0,257,2,0,63
43114,가공식품,천년풍미 제주감귤 한라봉,과/채음료,100.0,50,0,0,13
43115,가공식품,천년풍미 캐플,과/채음료,100.0,63,0,0,16
43116,가공식품,천등산 풋사과즙,과/채음료,120.0,51,0,0,12.6
43117,가공식품,천연(泉淵)사이다 블라스트,혼합음료,130.0,93,0,0,23
43118,가공식품,청사과에이드,과/채음료,230.0,110,0,0,27
43119,가공식품,청송얼음골사과비트즙,과/채주스,120.0,80,1,0,19
43120,가공식품,청정원 레드자몽에이드,과/채음료,100.0,50,0,0,13
43121,가공식품,청춘전투 세상에 없는 루이보스,탄산음료,240.0,15,0,1.7,12
43122,가공식품,청춘전투 세상에 없는 캐모마일,탄산음료,240.0,20,0,0.8,14
43123,가공식품,청춘전투 자몽에 꿀 한스푼,탄산음료,240.0,30,0,0.9,15
43124,가공식품,청포도 스파클링,탄산음료,340.0,115,0,0,28
43125,가공식품,청포도 에이드,혼합음료,230.0,110,0,0,28
43126,가공식품,？葡萄味果汁？料 (청포도에이드),혼합음료,230.0,85,0,0,21
43127,가공식품,청포도에이드,혼합음료,230.0,85,0,0,21
43128,가공식품,청포도에이드,탄산음료,355.0,180,0,0.7,44
43129,가공식품,청포도에이드,혼합음료,190.0,144,0,0,35
43130,가공식품,청포도한송이,과/채주스,130.0,95,4,0.5,18
43131,가공식품,체리에이드,혼합음료,230.0,135,0,0,34
43132,가공식품,초록매실,과/채음료,340.0,180,0,0.6,44
43133,가공식품,초록매실 마일드,과/채음료,500.0,140,0,0.6,34
43134,가공식품,초정탄산 라임,탄산음료,500.0,0,0,0,0
43135,가공식품,초정탄산 레몬,탄산음료,500.0,0,0,0,0
43136,가공식품,초정탄산 자몽,탄산음료,500.0,0,0,0,0
43137,가공식품,초정탄산그린애플,탄산음료,500.0,0,0,0,0
43138,가공식품,초정탄산배,탄산음료,500.0,0,0,0,0
43139,가공식품,초정탄산복숭아,탄산음료,355.0,0,0,0,0
43140,가공식품,초정탄산유자,탄산음료,355.0,0,0,0,0
43141,가공식품,초코레떼 캔,혼합음료,240.0,145,3.8,1.5,29
43142,가공식품,초코에몽 드링크,혼합음료,230.0,155,3,2.6,30
43143,가공식품,총각네 카카오닙스 아몬드유,혼합음료,190.0,90,4,3,12
43144,가공식품,최고야 포도씨C,과/채음료,135.0,75,0.7,0,18
43145,가공식품,츄파춥스 스파클링 사과,탄산음료,1500.0,48,0,0,12
43146,가공식품,츄파춥스 오렌지,탄산음료,345.0,164,0,0,41
43147,가공식품,츄파춥스 포도,탄산음료,345.0,168,0,0,42
43148,가공식품,치키 피치티,혼합음료,350.0,140,0,0,33
43149,가공식품,친정단호박식혜,혼합음료,1500.0,52,0,0,12
43150,가공식품,칠성사이다,탄산음료,500.0,220,-,-,55
43151,가공식품,칠성사이다로어슈거,탄산음료,500.0,125,-,-,31
43152,가공식품,칠성사이다스트롱,탄산음료,400.0,175,-,-,44
43153,가공식품,칡즙믹스,혼합음료,130.0,25,0,0,5
43154,가공식품,카페드롭탑 애플망고 에이드,혼합음료,230.0,105,0.3,0,26
43155,가공식품,카페드롭탑 청포도 에이드,혼합음료,230.0,105,0.3,0,26
43156,가공식품,카페모아 복숭아아이스티,혼합음료,230.0,125,0,0,31
43157,가공식품,카페모아 자두에이드,혼합음료,340.0,195,0,0,48
43158,가공식품,카페모아 청포도에이드,혼합음료,340.0,185,0,0,46
43159,가공식품,카프리썬 오렌지,과/채음료,200.0,60,0,0,15
43160,가공식품,칼로우 깔라만시,혼합음료,150.0,6,0,0,6
43161,가공식품,칼로우 와일드망고,혼합음료,150.0,6,0,0,6
43162,가공식품,칼로우 풋사과,혼합음료,150.0,6,0,0,6
43163,가공식품,칼로젤리포도,혼합음료,170.0,5,0,0,11
43164,가공식품,캐나다 드라이 진저에일,탄산음료,250.0,80,0,0,20
43165,가공식품,캐나다 드라이 클럽소다,탄산음료,250.0,0,0,0,0
43166,가공식품,캐나다 드라이 토닉 워터,탄산음료,250.0,88,0,0,22
43167,가공식품,캐니스 콤부차 차가버섯,탄산음료,340.0,103,0.25,0.15,25
43168,가공식품,캐니스 콤부차 히비스커스,탄산음료,340.0,100,0.1,0,25
43169,가공식품,커큐민의 놀라운 힘 울금 프리미엄,과/채음료,80.0,40,0,0,10
43170,가공식품,커피 코카·콜라,탄산음료,250.0,0,0,0,0
43171,가공식품,컨디션CEO,혼합음료,150.0,120,2,0,28
43172,가공식품,컨디션헛개,혼합음료,100.0,60,2,0,13
43173,가공식품,케일&사과주스,과/채주스,190.0,105,0,0,26
43174,가공식품,코박사 엘더베리,혼합음료,450.0,750,0,0,180
43175,가공식품,코우코우 복숭아,혼합음료,220.0,62,0,0,15
43176,가공식품,코우코우 청포도,혼합음료,220.0,64,0,0,15
43177,가공식품,코카콜라,탄산음료,500.0,216,0,0,54
43178,가공식품,코카콜라,탄산음료,250.0,108,0,0,27
43179,가공식품,코카콜라 제로,탄산음료,500.0,0,0,0,0
43180,가공식품,코카-콜라 프로즌,혼합음료,130.0,75,0,0,23
43181,가공식품,코코리치 망고,과/채음료,340.0,110,0,0,27
43182,가공식품,코코리치포도,혼합음료,240.0,75,0,0,19
43183,가공식품,코코몽 딸기,혼합음료,200.0,65,0,0,16
43184,가공식품,코코몽 사과,과/채음료,200.0,75,0,0,19
43185,가공식품,코코몽 포도,과/채음료,200.0,70,0,0,17
43186,가공식품,코코팜 망고코넛,과/채음료,340.0,204,0,0,51
43187,가공식품,코코팜 화이트 요구르트,혼합음료,340.0,180,0.9,0,44
43188,가공식품,코코팜라이트포도,혼합음료,340.0,96,0,0,24
43189,가공식품,콩담은 발효콩스무디 감귤 깔라만시,혼합음료,200.0,126,2,1.1,75
43190,가공식품,콩담은 발효콩스무디 망고 파인애플,혼합음료,200.0,132,2,1.4,75
43191,가공식품,콩담은 발효콩스무디 베리베리,혼합음료,200.0,128.8,2,1.3,74.5
43192,가공식품,콩담은 발효콩스무디 서리태,혼합음료,200.0,218.2,8,5.9,49.8
43193,가공식품,콩담은 발효콩스무디 오트밀 카카오,혼합음료,200.0,260,6.3,5.6,97
43194,가공식품,콩담은 발효콩스무디 혼합곡,혼합음료,200.0,244,7,5.2,88
43195,가공식품,퀘이커오트&밀크sweet,혼합음료,250.0,140,3,3.5,26
43196,가공식품,크니트니 딸기맛,혼합음료,500.0,160,0,0,39
43197,가공식품,크니트니 포도맛,혼합음료,500.0,160,0,0,39
43198,가공식품,크라운마키플러스100,과/채주스,70.0,43.6,0,0,10.7
43199,가공식품,큰나무집궁중식혜,혼합음료,100.0,55,0,0,13
43200,가공식품,클래식 배도라지100%,과/채주스,100.0,52,0,0,13
43201,가공식품,클랜즈랩 레드,과/채주스,190.0,70,0.7,0,18
43202,가공식품,클렌즈랩 그린,과/채주스,190.0,70,0.7,0,17
43203,가공식품,클렌즈랩 옐로우,과/채주스,190.0,100,0.7,0,25
43204,가공식품,클로워터,혼합음료,120.0,10,0,0,2
43205,가공식품,클린그린,과/채주스,270.0,125,2,1.1,27
43206,가공식품,클린스타트파워,혼합음료,100.0,79,0.23,0.18,19.12
43207,가공식품,키요 출동 슈퍼윙스 딸기,혼합음료,235.0,110,0,0,28
43208,가공식품,키요 출동 슈퍼윙스 사과,혼합음료,235.0,115,0,0,29
43209,가공식품,키위에이드,혼합음료,230.0,130,0.7,0,31
43210,가공식품,키즈푸룬,과/채주스,80.0,62,0,0,14
43211,가공식품,키즈하이 녹즙,과/채주스,130.0,55,0,0,14
43212,가공식품,키토제니 드림너츠,혼합음료,230.0,80,7,5.1,11
43213,가공식품,타이거깔라만시,과/채주스,40.0,8,0,0,2
43214,가공식품,타트체리 100 몽모랑시 오리진,과/채주스,70.0,37,0.6,0,9
43215,가공식품,탄산레몬라임,탄산음료,500.0,0,0,0.5,0
43216,가공식품,탐사 사이다,탄산음료,210.0,90,0,0,23
43217,가공식품,탐사 스파클링 청포도,탄산음료,500.0,0,0,0,0
43218,가공식품,탐사스파클링그린애플,탄산음료,500.0,0,0,0,0
43219,가공식품,탐사스파클링라임,탄산음료,350.0,0,0,0,0
43220,가공식품,탐사스파클링레몬,탄산음료,500.0,0,0,0,0
43221,가공식품,탐사스파클링자몽,탄산음료,350.0,0,0,0,0
43222,가공식품,탐사스파클링제주한라봉,탄산음료,350.0,0,0,0,0
43223,가공식품,탐앤탐스 복숭아아이스티,혼합음료,230.0,95,0,0,23
43224,가공식품,탑씨포도향 블라스트,혼합음료,130.0,93,0,0,23
43225,가공식품,태웅 아이스티,혼합음료,190.0,135,0,0,33
43226,가공식품,태웅블루레몬에이드,혼합음료,190.0,115,0,0,29
43227,가공식품,태웅스위트망고,혼합음료,170.0,110,0,0,28
43228,가공식품,테이크얼라이브망고,유산균음료,250.0,115,0,1.8,26
43229,가공식품,테이크얼라이브스위티자몽,유산균음료,250.0,115,0,1.4,26
43230,가공식품,테이크파이브(망고키위),탄산음료,250.0,145,2,-,34
43231,가공식품,테이크파이브(체리피치),탄산음료,250.0,145,2,-,34
43232,가공식품,텐더그린,과/채주스,190.0,115,1,0,28
43233,가공식품,텐텐 밀크맛,혼합음료,140.0,48,0,0,12
43234,가공식품,텐텐 청포도맛,혼합음료,140.0,49,0,0,12
43235,가공식품,토네이드 뷰티워터 석류맛,혼합음료,350.0,70,7,0,7
43236,가공식품,토네이드 프로틴 워터 웨이트 깔라만시,혼합음료,500.0,175,40,0,3
43237,가공식품,토네이드 프로틴워터 스포츠 레드,혼합음료,350.0,135,20,0,14
43238,가공식품,토네이드 프로틴워터 스포츠 블루,혼합음료,350.0,160,20,0,20
43239,가공식품,토레타! 로즈힙 워터,혼합음료,500.0,32,0,0,8
43240,가공식품,토레타! 로즈힙 워터,혼합음료,500.0,32,0,0,8
43241,가공식품,토마토,과/채음료,180.0,60,0,0,15
43242,가공식품,토마토 사과 당근즙,과/채주스,100.0,32,0.7,0,7
43243,가공식품,토마토당근한모금,과/채음료,190.0,95,0.7,0,23
43244,가공식품,토마토주스,과/채주스,190.0,70,1,0,16
43245,가공식품,톡터질 수박에,혼합음료,500.0,200,0,0,50
43246,가공식품,통째로 갈고 진하게 착즙한 비트100,과/채주스,80.0,35,0.7,0,8
43247,가공식품,통째로 갈아만든 배도라지즙,과/채주스,100.0,49.86,0.22,0.26,11.66
43248,가공식품,통째로 갈아만든 유기농 양배추즙,과/채주스,80.0,13,0,0,3
43249,가공식품,통째로 갈아만든 진짜 사과즙,과/채주스,100.0,42.1,0.2,0.1,10.1
43250,가공식품,통째로 갈아만든진짜 배즙,과/채주스,100.0,49,0.3,0,11.9
43251,가공식품,통째로짜낸늙은호박즙,과/채주스,80.0,12,1,0,1
43252,가공식품,통째로짠 100% 석류즙,과/채주스,70.0,45,0,0,10
43253,가공식품,투네이쳐 ABC 주스,과/채주스,1000.0,60,0.7,0.18,14
43254,가공식품,투데이 곤약젤리 (깔라만시),혼합음료,150.0,3,0,0,3
43255,가공식품,투데이 곤약젤리 (와일드망고),혼합음료,150.0,2,0,0,2
43256,가공식품,트로피카나100%퓨어주스사과,과/채주스,190.0,95,0,0,24
43257,가공식품,트로피카나100%퓨어주스오렌지,과/채주스,190.0,85,1,0,20
43258,가공식품,트로피카나100%퓨어주스포도,과/채주스,190.0,90,0,0,23
43259,가공식품,트로피카나스파클링 파인애플,탄산음료,355.0,110,0,0,27
43260,가공식품,트로피카나스파클링사과,탄산음료,355.0,170,0,0,42
43261,가공식품,트로피카나스파클링포도,탄산음료,355.0,170,0,0,42
43262,가공식품,트루스파클링 레몬,탄산음료,500.0,0,0,0,0
43263,가공식품,트루스파클링 자몽,탄산음료,500.0,0,0,0,0
43264,가공식품,트리플렉스쥬스,과/채주스,1000.0,710,13,3,157
43265,가공식품,튼튼프렌즈 도라지배,과/채주스,90.0,38,0,0,10
43266,가공식품,튼튼프렌즈 사과,과/채주스,90.0,42,0,0,11
43267,가공식품,튼튼프렌즈 수세미배,과/채주스,90.0,35,0,0,9
43268,가공식품,튼튼플러스 요거얌얌 오렌지맛,유산균음료,125.0,45,0,0,10
43269,가공식품,튼튼플러스 요거얌얌 플레인,유산균음료,125.0,45,0,0,11
43270,가공식품,티라노 배도라지즙,과/채주스,100.0,31.6,0.2,0,7.7
43271,가공식품,파나세아,과/채주스,80.0,25,0,0,6
43272,가공식품,파머스 알로에,혼합음료,350.0,62,0,0,15
43273,가공식품,파머스알로에,혼합음료,350.0,62,0,0,15
43274,가공식품,파스퇴르 딸기 밀크쉐이크,혼합음료,220.0,200,3,3,40
43275,가공식품,파스퇴르 바닐라 밀크쉐이크,혼합음료,220.0,180,3,3,34
43276,가공식품,파스퇴르 바른목장 유산균음료,유산균음료,125.0,50,0,0,13
43277,가공식품,파스퇴르 상쾌화이버,유산균음료,125.0,75,0,0.2,22
43278,가공식품,파스퇴르 아몬드 듬뿍 식이섬유,혼합음료,190.0,75,1,2.3,15
43279,가공식품,파스퇴르 아몬드 듬뿍 플레인,혼합음료,190.0,50,1,2.2,6
43280,가공식품,파워에이드 메가볼츠,혼합음료,600.0,64,0,0,16
43281,가공식품,파워에이드 스파클링,혼합음료,355.0,60,1,0,14
43282,가공식품,파워에이드 퍼플 스톰,혼합음료,600.0,64,0,0,16
43283,가공식품,파이팅 청귤,과/채주스,190.0,95,1,0,23
43284,가공식품,파인 그린(Fine Green),과/채주스,270.0,140,1,0,33
43285,가공식품,파인 석류즙,과/채주스,70.0,40.91,0.25,0.2,9.53
43286,가공식품,파인비트,과/채주스,250.0,140,1,0,34
43287,가공식품,파인애플 맛좀볼래,과/채음료,100.0,51,0,0,12
43288,가공식품,파인애플에이드,과/채음료,190.0,95,0,0,24
43289,가공식품,파인톡스,과/채주스,300.0,165,1,0,40
43290,가공식품,파주청정DMZ  사과와함께 더 맛있는 미니사과즙,과/채주스,120.0,61.48,1.22,0.04,14.06
43291,가공식품,팜스토랑 타트체리,과/채주스,500.0,230,2,1.7,52
43292,가공식품,팥빙수라떼,혼합음료,230.0,155,4,1.6,32
43293,가공식품,패션후르츠,과/채주스,190.0,110,1,0,27
43294,가공식품,퍼멘트 랩 유기농콤부차 깔라만시&파인애플,유산균음료,180.0,61,0,0,15
43295,가공식품,퍼멘트 랩 유기농콤부차 레몬&진저,유산균음료,180.0,59,0,0,15
43296,가공식품,퍼멘트 랩 유기농콤부차 복숭아&푸룬,유산균음료,180.0,60,0,0,15
43297,가공식품,퍼멘트 랩 유기농콤부차 자몽&석류,유산균음료,180.0,61,0,0,15
43298,가공식품,펩시,탄산음료,300.0,135,0,0,34
43299,가공식품,포도 맛좀 볼래?,과/채음료,120.0,65,0,0,16
43300,가공식품,포도 봉봉,과/채음료,238.0,125,0,0,31
43301,가공식품,포도 유산균 워터젤리,과/채음료,130.0,125,0,0,30
43302,가공식품,포도 착즙주스,과/채주스,100.0,52,0,0,13
43303,가공식품,포도100,과/채주스,180.0,90,0,0,22
43304,가공식품,포도나무,과/채음료,150.0,65,0,0,16
43305,가공식품,포도동네,과/채음료,180.0,100,1,0,24
43306,가공식품,포도씨 담은 포도즙,과/채음료,100.0,50,1,0,12
43307,가공식품,포도에퐁당,과/채음료,100.0,-,-,-,-
