고유ID,식품명,1회 섭취량(g),kcal,탄수화물(g),단백질(g),지방(g),당류(g)
가공식품_탄산음료,트레비라임,500.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,밀크소다 암바사,100.0,53.0,13.0,0.0,0.0,12.0
가공식품_탄산음료,데미소다 애플,250.0,100.0,25.0,0.0,0.0,25.0
가공식품_탄산음료,오란씨 파인애플,200.0,55.0,14.0,0.0,0.0,14.0
가공식품_탄산음료,트레비레몬,500.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,트로피카나스파클링사과,355.0,170.0,42.0,0.0,0.0,43.0
가공식품_탄산음료,킨사이다,185.0,84.0,21.0,0.0,0.0,16.0
가공식품_탄산음료,핫식스,250.0,120.0,30.0,0.0,0.0,30.0
가공식품_탄산음료,오로나민C,120.0,70.0,17.0,0.0,0.0,17.0
가공식품_탄산음료,마운틴듀,355.0,170.0,43.0,0.0,0.0,42.0
가공식품_탄산음료,트레비 자몽,500.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,미린다파인애플향,355.0,175.0,44.0,0.0,0.0,44.0
가공식품_탄산음료,진로믹서 토닉워터,300.0,128.0,31.0,0.0,0.5,31.0
가공식품_탄산음료,나랑드사이다,200.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,썬키스트 자몽 소다,350.0,180.0,45.0,0.0,0.0,45.0
가공식품_탄산음료,탑씨오렌지향,200.0,90.0,22.0,0.0,0.0,22.0
가공식품_탄산음료,미닛메이드 스파클링 복숭아,345.0,120.0,30.0,0.0,0.0,30.0
가공식품_탄산음료,칠성사이다스트롱,400.0,170.0,43.0,0.0,0.0,43.0
가공식품_탄산음료,탑씨포도향,200.0,90.0,22.0,0.0,0.0,22.0
가공식품_탄산음료,트로피카나스파클링망고,355.0,200.0,50.0,0.0,0.0,48.0
가공식품_탄산음료,트로피카나스파클링복숭아,355.0,200.0,50.0,0.0,0.0,50.0
가공식품_탄산음료,몬스터 에너지,355.0,168.0,44.0,0.0,0.0,41.0
가공식품_탄산음료,씨그램 레몬,350.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,몬스터에너지  울트라,355.0,14.0,4.0,0.0,0.4,0.0
가공식품_탄산음료,트로피카나스파클링오렌지,355.0,170.0,42.0,0.0,0.0,41.0
가공식품_탄산음료,환타 +C 레몬,355.0,172.0,43.0,0.0,0.0,43.0
가공식품_탄산음료,오랑지나,420.0,175.0,44.0,0.0,0.0,43.0
가공식품_탄산음료,웰치 화이트그레이프맛,355.0,176.0,44.0,0.0,0.0,40.0
가공식품_탄산음료,씨그램 라임,350.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,simplus 사이다,100.0,45.0,11.0,0.0,0.0,11.0
가공식품_탄산음료,닥터페퍼,355.0,148.0,37.0,0.0,0.0,37.0
가공식품_탄산음료,펩시스트롱,400.0,180.0,45.0,0.0,0.0,45.0
가공식품_탄산음료,갈배사이다,200.0,108.0,27.0,0.0,0.0,27.0
가공식품_탄산음료,교촌허니스파클링,250.0,75.0,19.0,0.0,0.0,19.0
가공식품_탄산음료,오란씨 오렌지,200.0,55.0,14.0,0.0,0.0,14.0
가공식품_탄산음료,빅토리아 레몬,250.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,컨피던스,250.0,100.0,24.0,0.0,0.0,24.0
가공식품_탄산음료,simplus 콜라,100.0,44.0,11.0,0.0,0.0,11.0
가공식품_탄산음료,몰랑팝,355.0,170.0,42.0,1.0,0.0,42.0
가공식품_탄산음료,슈웹스 레몬토닉,350.0,144.0,36.0,0.0,0.0,35.0
가공식품_탄산음료,트로피카나스파클링포도,355.0,170.0,42.0,0.0,0.0,42.0
가공식품_탄산음료,데미소다 복숭아,250.0,100.0,25.0,0.0,0.0,25.0
가공식품_탄산음료,스프라이트 킨 사이다,100.0,44.0,11.0,0.0,0.0,11.0
가공식품_탄산음료,써니텐 파인애플향,100.0,52.0,13.0,0.0,0.0,13.0
가공식품_탄산음료,초정탄산 라임,250.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,웰치 스트로베리맛,355.0,184.0,46.0,0.0,0.0,42.0
가공식품_탄산음료,몬스터에너지 울트라 시트라,355.0,11.0,4.0,0.0,0.1,0.0
가공식품_탄산음료,오란씨 깔라만시,200.0,45.0,10.0,0.0,0.0,10.0
가공식품_탄산음료,츄파춥스 딸기크림,345.0,170.0,42.0,0.0,0.0,41.0
가공식품_탄산음료,환타 포도 향,355.0,192.0,48.0,0.0,0.0,48.0
가공식품_탄산음료,데미소다 자몽,250.0,105.0,26.0,0.0,0.0,26.0
가공식품_탄산음료,미닛메이드 스파클링 청포도,345.0,128.0,32.0,0.0,0.0,32.0
가공식품_탄산음료,써니텐 오렌지향,100.0,52.0,13.0,0.0,0.0,13.0
가공식품_탄산음료,탑씨콜라,200.0,90.0,25.0,0.0,0.0,25.0
가공식품_탄산음료,블루레몬에이드,350.0,144.0,11.0,0.0,0.0,32.0
가공식품_탄산음료,데미소다 레몬,250.0,95.0,24.0,0.0,0.0,24.0
가공식품_탄산음료,콜라,100.0,45.0,11.0,0.0,0.0,11.0
가공식품_탄산음료,캐나다 드라이 진저에일,250.0,80.0,20.0,0.0,0.0,20.0
가공식품_탄산음료,포켓몬스파클링청포도,355.0,60.0,15.0,0.0,0.0,15.0
가공식품_탄산음료,데미소다 오렌지,250.0,105.0,26.0,0.0,0.0,26.0
가공식품_탄산음료,미린다오렌지향,355.0,185.0,46.0,0.0,0.0,46.0
가공식품_탄산음료,써니텐 포도향,100.0,52.0,13.0,0.0,0.0,13.0
가공식품_탄산음료,수박소다,350.0,185.0,46.0,0.0,0.0,45.0
가공식품_탄산음료,클라우드 클리어제로,350.0,30.0,7.0,0.0,0.0,0.0
가공식품_탄산음료,츄파춥스 오렌지,345.0,164.0,41.0,0.0,0.0,40.0
가공식품_탄산음료,포켓몬스파클링파인애플,355.0,60.0,15.0,0.0,0.0,14.0
가공식품_탄산음료,815사이다,200.0,90.0,22.0,0.0,0.0,22.0
가공식품_탄산음료,칠성사이다로어슈거,600.0,150.0,38.0,0.0,0.0,38.0
가공식품_탄산음료,빅토리아 자몽,250.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,815콜라,200.0,92.0,23.0,0.0,0.0,22.0
가공식품_탄산음료,캐나다 드라이 토닉워터,250.0,88.0,22.0,0.0,0.0,22.0
가공식품_탄산음료,에너지드링크부스타(ENERY DRINK BOOSTA),250.0,105.0,25.0,0.0,0.0,23.0
가공식품_탄산음료,트로피카나스파클링 파인애플,355.0,110.0,27.0,0.0,0.0,26.0
가공식품_탄산음료,캐나다 드라이 클럽소다,250.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,츄파춥스 포도,345.0,168.0,13.0,0.0,0.0,41.0
가공식품_탄산음료,핫식스자몽,250.0,115.0,29.0,0.0,0.0,29.0
가공식품_탄산음료,한라봉에이드,355.0,190.0,47.0,0.0,0.7,46.0
가공식품_탄산음료,썬키스트 멜론 소다,350.0,188.0,47.0,0.0,0.0,47.0
가공식품_탄산음료,자몽 에이드,350.0,156.0,39.0,0.0,0.0,37.0
가공식품_탄산음료,오렌지 스파클링 에이드,500.0,205.0,51.0,0.0,0.0,49.0
가공식품_탄산음료,MECOL(미콜),250.0,110.0,28.0,0.0,0.0,28.0
가공식품_탄산음료,유어스 사이다,1500.0,638.0,21.0,0.0,0.0,21.0
가공식품_탄산음료,엔톡 복숭아향,350.0,85.0,21.0,0.0,0.0,20.0
가공식품_탄산음료,씨그램 자몽,350.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,미닛메이드 스파클링 사과,345.0,128.0,32.0,0.0,0.0,28.0
가공식품_탄산음료,자몽스파클링에이드,250.0,95.0,24.0,0.0,0.0,24.0
가공식품_탄산음료,빅토리아 라임,250.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,XS ENERY CRANBERRY-RAPE BLAST,250.0,11.6,0.3,0.0,0.0,0.0
가공식품_탄산음료,빅토리아 복숭아,250.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,스파클 스파클링,200.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,초정탄산 레몬,350.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,스파클링 사이다 레몬향,100.0,44.0,11.0,0.0,0.0,11.0
가공식품_탄산음료,스파클링 소다 오렌지향,100.0,46.0,11.0,0.0,0.0,11.0
가공식품_탄산음료,탐사스파클링레몬,350.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,탐사스파클링그린애플,350.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,simplus스파클링 레몬라임,100.0,40.0,10.0,0.0,0.0,10.0
가공식품_탄산음료,화이브미니,100.0,55.0,15.0,0.0,0.0,10.0
가공식품_탄산음료,XS 크랜베리 블라스트,250.0,10.0,0.4,0.0,0.2,0.0
가공식품_탄산음료,트로피카나스파클링자몽,200.0,105.0,26.0,0.0,0.0,26.0
가공식품_탄산음료,탑씨파인애플향,200.0,90.0,22.0,0.0,0.0,22.0
가공식품_탄산음료,망고소다,350.0,175.0,44.0,0.0,0.0,43.0
가공식품_탄산음료,XS ENERY CITRUS BLAST,250.0,11.6,0.3,0.0,0.0,0.0
가공식품_탄산음료,XS 니온 블라스트,250.0,11.0,1.0,0.0,0.0,0.0
가공식품_탄산음료,마인드포인트V,350.0,120.0,30.0,0.0,0.0,29.0
가공식품_탄산음료,에이치포인트V,350.0,120.0,30.0,0.0,0.0,29.0
가공식품_탄산음료,밀키스복숭아향,250.0,125.0,30.0,0.0,0.0,30.0
가공식품_탄산음료,simplus스파클링 자몽,100.0,40.0,10.0,0.0,0.0,10.0
가공식품_탄산음료,코카-콜라라이트,250.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,DON-A 오란씨 깔라만시(인도네시아 수출용),250.0,60.0,14.0,0.0,0.0,14.0
가공식품_탄산음료,DON-A 오란씨 파인애플(인도네시아 수출용),250.0,80.0,19.0,0.0,0.0,16.0
가공식품_탄산음료,DON-A 오란씨 오렌지(인도네시아 수출용),250.0,70.0,19.0,0.0,0.0,18.0
가공식품_탄산음료,XS 레드 블라스트,250.0,10.0,1.0,0.0,0.3,0.0
가공식품_탄산음료,프리미엄토닉워터소닉,300.0,110.0,28.0,0.0,0.0,28.0
가공식품_탄산음료,진로믹서 카린스,150.0,55.0,13.0,0.0,0.0,13.0
가공식품_탄산음료,빅토리아 베리베리,250.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,이디엠 에너지드링크 지파크,250.0,105.0,26.0,0.0,0.0,23.0
가공식품_탄산음료,XS망고파인애플구아바,250.0,20.0,3.8,0.0,0.4,3.0
가공식품_탄산음료,데일리C레몬1000스파클링C+,355.0,160.0,40.0,0.0,0.0,40.0
가공식품_탄산음료,진로믹서 토닉워터 깔라만시,300.0,145.0,36.0,0.0,0.0,31.0
가공식품_탄산음료,벚꽃 스파클링,345.0,138.0,35.0,0.0,0.0,31.0
가공식품_탄산음료,초정탄산복숭아,355.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,청포도에이드,355.0,180.0,44.0,0.0,0.7,43.0
가공식품_탄산음료,스파클링 라임,350.0,145.0,36.0,0.0,0.0,35.0
가공식품_탄산음료,제주한라봉스파클링,340.0,85.0,21.0,0.0,0.0,20.0
가공식품_탄산음료,스파클링 사이다 자몽향,100.0,40.0,10.0,0.0,0.0,10.0
가공식품_탄산음료,스파클링 사이다 레몬향,100.0,40.0,10.0,0.0,0.0,10.0
가공식품_탄산음료,벡셀 에너지드링크 지파크,250.0,117.0,29.0,0.0,0.0,29.0
가공식품_탄산음료,초정탄산그린애플,250.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,초정탄산 자몽,350.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,썬키스트 요거트 스파클링,500.0,260.0,64.0,0.0,0.0,64.0
가공식품_탄산음료,구르미 만든 크림소다 블루레몬,350.0,165.0,40.0,0.0,0.0,38.0
가공식품_탄산음료,하이드로 프리미엄 토닉워터,150.0,55.0,13.0,0.0,0.0,13.0
가공식품_탄산음료,코카·콜라 레몬,250.0,108.0,27.0,0.0,0.0,12.0
가공식품_탄산음료,스파클 토닉워터,300.0,55.0,13.0,0.0,0.0,13.0
가공식품_탄산음료,엔톡 청포도향,350.0,86.0,21.0,0.0,0.0,21.0
가공식품_탄산음료,핫식스라이트,250.0,30.0,8.0,0.0,0.0,8.0
가공식품_탄산음료,디라임톡,500.0,25.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,빅토리아 청포도,250.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,탐사스파클링라임,350.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,탐사스파클링자몽,350.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,토브 웰3 탄산음료,200.0,33.3,8.0,0.0,0.1,7.0
가공식품_탄산음료,깔라만시소다,350.0,130.0,33.0,0.0,0.0,32.0
가공식품_탄산음료,미린다포도향,200.0,100.0,24.0,0.0,0.0,24.0
가공식품_탄산음료,흔들어먹는 환타 젤리소다 포도향,185.0,116.0,29.0,0.0,0.0,28.0
가공식품_탄산음료,오스파클링 라임,310.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,벚꽃소다,350.0,190.0,48.0,0.0,0.0,44.0
가공식품_탄산음료,애플 스파클링,350.0,175.0,42.0,0.0,0.5,40.0
가공식품_탄산음료,쿨피스 톡 복숭아맛,170.0,75.0,19.0,0.0,0.0,17.0
가공식품_탄산음료,리치스파클링,340.0,110.0,28.0,0.0,0.0,27.0
가공식품_탄산음료,썬키스트 패션후르츠 소다,350.0,184.0,46.0,0.0,0.0,45.0
가공식품_탄산음료,깔라만시 스파클링,350.0,170.0,43.0,0.0,0.0,39.0
가공식품_탄산음료,초정탄산유자,355.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,"박카스(호주, 필리핀, 러시아 수출용)",250.0,110.0,27.0,0.0,0.0,27.0
가공식품_탄산음료,파워업,250.0,100.0,25.0,0.0,0.0,22.0
가공식품_탄산음료,디레몬톡,200.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,스파클링 요구르트,130.0,11.0,42.0,0.0,0.0,41.0
가공식품_탄산음료,티스파클링 리프레쉬,350.0,108.0,27.0,0.0,0.0,0.0
가공식품_탄산음료,토닉워터,250.0,98.0,24.0,0.0,0.0,24.0
가공식품_탄산음료,빅토리아 콜라향,250.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,토닉워터,350.0,155.0,39.0,0.0,0.0,39.0
가공식품_탄산음료,써니텐 멜론크림향,250.0,80.0,20.0,0.0,0.0,20.0
가공식품_탄산음료,써니텐 딸기크림향,250.0,84.0,21.0,0.0,0.0,21.0
가공식품_탄산음료,흔들어먹는 환타 젤리소다 오렌지향,185.0,116.0,29.0,0.0,0.0,28.0
가공식품_탄산음료,스파클링 아일랜드 라임,340.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,(수)트레비레몬,500.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,너랑나랑벚꽃사이다,350.0,190.0,48.0,0.0,0.0,44.0
가공식품_탄산음료,밀키스요거트맛,250.0,125.0,30.0,0.0,0.0,30.0
가공식품_탄산음료,럭키 사이다,350.0,140.0,35.0,0.0,0.0,34.0
가공식품_탄산음료,슈팅스타,350.0,160.0,39.0,0.0,0.0,39.0
가공식품_탄산음료,복숭아소다,350.0,115.0,28.0,0.0,0.0,27.0
가공식품_탄산음료,적포도에이드,355.0,171.0,43.0,0.0,0.0,43.0
가공식품_탄산음료,쿨피스 톡 파인애플 맛,170.0,75.0,19.0,0.0,0.0,17.0
가공식품_탄산음료,레몬에이드,355.0,176.0,44.0,0.0,0.0,44.0
가공식품_탄산음료,스와이스 라임,200.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,디자몽톡,500.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,아임소다다,100.0,44.0,11.0,0.0,0.0,11.0
가공식품_탄산음료,파인애플향 탄산,200.0,116.0,29.0,0.0,0.0,26.0
가공식품_탄산음료,(수)트레비자몽,500.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,스파클링 아일랜드 자몽,340.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,웨이크업에너지드링크,250.0,120.0,31.0,0.0,0.0,28.0
가공식품_탄산음료,야(YA!),250.0,105.0,26.0,0.0,0.0,26.0
가공식품_탄산음료,초정토닉워터,350.0,155.0,39.0,0.0,0.0,39.0
가공식품_탄산음료,톡톡청포도스파클링,350.0,200.0,50.0,0.0,0.0,45.0
가공식품_탄산음료,자두소다,350.0,215.0,54.0,0.0,0.0,51.0
가공식품_탄산음료,포바디초이스 파인애플(for Body CHOICE Pineapple),350.0,100.0,25.0,0.0,0.0,18.0
가공식품_탄산음료,포바디초이스 깔라만시(for Body CHOICE Calamansi),350.0,85.0,21.0,0.0,0.0,16.0
가공식품_탄산음료,진로믹서 토닉워터 애플,300.0,145.0,36.0,0.0,0.0,31.0
가공식품_탄산음료,프라우 자몽,100.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,프라우 레몬,100.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,프라우 라임,100.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,하이드로 스파클링 크렌베리,150.0,70.0,18.0,0.0,0.0,17.5
가공식품_탄산음료,애플소다,350.0,115.0,29.0,0.0,0.0,28.0
가공식품_탄산음료,블루레몬스파클링에이드,350.0,150.0,38.0,0.0,0.0,34.0
가공식품_탄산음료,눈꽃소다,350.0,160.0,39.0,0.0,0.0,39.0
가공식품_탄산음료,무민 복숭아소다,350.0,160.0,40.0,0.0,0.0,38.0
가공식품_탄산음료,스와이스 레몬,100.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,요구르트 탄산,130.0,11.0,42.0,0.0,0.0,41.0
가공식품_탄산음료,커피에 스파클링,250.0,120.0,29.0,0.0,0.0,27.0
가공식품_탄산음료,블라썸 에이드베리 히비스커스,350.0,186.0,45.0,0.0,0.0,40.0
가공식품_탄산음료,블라썸 에이드 레몬캐모마일,350.0,157.0,38.0,0.0,0.0,34.0
가공식품_탄산음료,파이어진,250.0,125.0,31.0,0.0,0.0,30.0
가공식품_탄산음료,포도향 탄산,200.0,102.0,26.0,0.0,0.0,26.0
가공식품_탄산음료,Kya Sparklin 한라봉,340.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,사랑초톡톡스파클링파인애플,330.0,116.0,29.0,0.0,0.0,28.0
가공식품_탄산음료,사랑초톡톡스파클링석류,330.0,116.0,29.0,0.0,0.0,29.0
가공식품_탄산음료,프리미엄소다 스노우 콜라,390.0,160.0,40.0,0.0,0.0,40.0
가공식품_탄산음료,프리미엄소다 레몬 사이다,390.0,92.0,23.0,0.0,0.0,23.0
가공식품_탄산음료,Kya Sparklin 라임,340.0,0.0,0.0,0.0,0.0,0.0
가공식품_탄산음료,오미베리 베리 스파클링,325.0,56.0,12.0,0.0,0.0,10.0
가공식품_탄산음료,썬키스트 망고스틴소다,350.0,184.0,46.0,0.0,0.0,46.0
가공식품_탄산음료,하이세븐 탑클래식 스트로베리,125.0,65.0,16.0,0.0,0.0,16.0
가공식품_탄산음료,탑클래식 애플,125.0,65.0,16.0,0.0,0.0,16.0
가공식품_탄산음료,베리클유기농발효스파클링,375.0,102.0,20.0,0.0,2.0,20.0
가공식품_혼합간장,몽고간장진,100.0,46.0,5.0,6.0,0.0,5.0
가공식품_혼합간장,진간장 금에프3(진간장 금F3),5.0,4.0,0.0,0.0,0.0,0.0
가공식품_혼합간장,삼화진간장,100.0,37.0,2.0,7.0,0.0,1.0
가공식품_혼합간장,진간장 에스(진간장 S),100.0,60.0,7.0,7.0,0.0,3.0
가공식품_혼합간장,삼양진간장,100.0,31.0,2.0,6.0,0.0,1.0
가공식품_혼합간장,삼화맑은국간장,100.0,39.0,3.0,7.0,0.0,2.0
가공식품_혼합간장,진간장 금S,100.0,60.0,7.0,7.0,0.0,3.0
가공식품_혼합간장,몽고간장 순,5.0,2.0,0.0,0.0,0.0,0.0
가공식품_혼합간장,신송진간장프리미엄,100.0,45.0,5.0,6.0,0.0,2.0
가공식품_혼합간장,매일맛있는진간장,5.0,3.0,0.0,0.0,0.0,0.0
가공식품_혼합간장,옹가네진S간장,100.0,48.0,5.0,7.0,0.0,3.0
가공식품_혼합간장,몽고간장 진,5.0,2.0,0.0,0.0,0.0,0.0
가공식품_혼합간장,몽고진간장 진품,100.0,30.0,4.0,5.0,0.0,1.0
가공식품_혼합간장,삼화맛간장,100.0,48.0,3.0,9.0,0.0,2.0
가공식품_혼합간장,삼화불고기간장,100.0,40.0,3.0,6.0,0.0,2.0
가공식품_혼합간장,옹가네진품간장,100.0,48.0,6.0,6.0,0.0,2.0
가공식품_혼합간장,삼화순간장,100.0,35.0,2.0,6.0,0.0,2.0
가공식품_혼합간장,몽고간장 진,5.0,2.0,0.0,0.0,0.0,0.0
가공식품_혼합간장,진간장 ,100.0,68.0,8.0,9.0,0.0,2.0
가공식품_혼합간장,국간장,100.0,60.0,7.0,8.0,0.0,2.0
가공식품_혼합간장,오복간장(진간장),5.0,37.0,3.0,6.0,0.0,0.0
가공식품_혼합간장,몽고간장 국,100.0,846.0,4.0,6.0,1.0,4.0
가공식품_혼합간장,국간장 덕용,100.0,50.0,5.0,6.0,0.0,1.0
가공식품_혼합간장,서브큐 참진간장,100.0,45.0,5.0,6.0,0.0,2.0
가공식품_혼합간장,오복간장(청표),5.0,39.0,3.0,6.0,0.0,1.0
가공식품_혼합간장,몽고간장 송표,100.0,1386.0,12.0,7.0,0.0,11.0
가공식품_혼합간장,참진한 진간장S,100.0,50.0,5.0,7.0,0.0,5.0
가공식품_혼합간장,국간장,100.0,30.0,2.0,5.0,0.0,1.0
가공식품_혼합간장,매일맛있고순한진간장,5.0,3.0,0.0,0.0,0.0,0.0
가공식품_혼합간장,성심진간장,5.0,2.0,0.0,0.0,0.0,0.0
가공식품_혼합간장,신송국간장,100.0,40.0,4.0,6.0,0.0,2.0
가공식품_혼합간장,혼합간장,100.0,37.0,2.0,7.0,0.0,0.0
가공식품_혼합간장,오복 향이 좋은 덕용 진간장,100.0,29.0,2.0,5.0,0.0,0.0
가공식품_혼합간장,몽고간장 1급,100.0,1440.0,13.0,6.0,0.0,9.0
가공식품_혼합간장,삼화알뜰간장,100.0,45.0,5.0,6.0,0.0,0.0
가공식품_혼합간장,국간장,100.0,48.0,5.0,7.0,0.0,2.0
가공식품_혼합간장,조림간장,100.0,110.0,14.0,8.0,0.0,6.0
가공식품_혼합간장,오복간장(금표),100.0,40.0,3.0,6.0,0.0,1.0
가공식품_혼합간장,몽고간장 진플러스,100.0,6110.0,6.0,6.0,0.0,5.0
가공식품_혼합간장,무침간장,5.0,2.0,0.0,0.0,0.0,0.0
가공식품_혼합간장,오뚜기국간장,100.0,45.0,5.0,6.0,0.0,2.0
가공식품_혼합간장,범일불간장,100.0,80.0,12.0,8.0,0.0,1.0
가공식품_혼합간장,참진한 진간장,100.0,55.0,6.0,6.0,1.0,6.0
가공식품_혼합간장,참진한 국간장,100.0,50.0,4.0,6.0,1.0,4.0
가공식품_혼합간장,콩간장,100.0,36.0,2.0,6.0,0.0,1.0
가공식품_혼합간장,콩간장 골드,100.0,49.0,3.0,8.0,1.0,2.0
가공식품_혼합간장,옹가네요리진간장,100.0,68.0,10.0,7.0,0.0,4.0
가공식품_혼합간장,몽고간장 국,5.0,2.0,0.0,0.0,0.0,0.0
가공식품_혼합간장,정성가득 진간장,100.0,55.0,7.0,6.0,0.0,2.0
가공식품_혼합간장,하나로매일진간장,5.0,5.0,0.0,0.0,0.0,0.0
가공식품_혼합간장,양지뜰국간장,100.0,53.0,6.0,6.0,0.0,2.0
가공식품_혼합간장,삼화진간장플러스,100.0,53.0,5.0,8.0,0.0,2.0
가공식품_혼합간장,골드 콩간장,100.0,49.0,3.0,8.0,1.0,2.0
가공식품_혼합간장,옹가네불간장,100.0,48.0,5.0,7.0,0.0,5.0
가공식품_혼합간장,범일진간장,100.0,80.0,13.0,8.0,0.0,0.0
가공식품_혼합간장,오복맛이좋은덕용진간장,5.0,35.0,3.0,5.0,0.0,1.0
가공식품_혼합간장,몽고간장 진골드,5.0,3.0,0.0,0.0,0.0,0.0
가공식품_혼합간장,해표옹가네진간장,100.0,61.0,8.0,7.0,0.0,2.0
가공식품_혼합간장,옹가네조림간장,100.0,100.0,16.0,9.0,0.0,14.0
